customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04918,Female,0,No,Yes,27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),65.75,1783.78,No
CUST-04919,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.7,236.52,Yes
CUST-04920,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.11,4717.15,No
CUST-04921,Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.33,2204.58,Yes
CUST-04922,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.84,2019.34,No
CUST-04923,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.91,908.93,Yes
CUST-04924,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,76.15,1365.62,No
CUST-04925,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,61.17,464.18,No
CUST-04926,Female,1,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,85.43,76.47,No
CUST-04927,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.02,1108.78,No
CUST-04928,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),78.58,1968.08,No
CUST-04929,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.02,4143.17,No
CUST-04930,Male,1,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.63,3169.06,No
CUST-04931,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.69,5479.63,No
CUST-04932,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.1,4828.81,No
CUST-04933,Male,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,689.21,No
CUST-04934,Female,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.55,5123.81,Yes
CUST-04935,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),93.72,6101.78,No
CUST-04936,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.35,4010.31,No
CUST-04937,Male,1,Yes,No,70,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),77.28,5408.6,No
CUST-04938,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,62.98,250.8,Yes
CUST-04939,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.13,5981.95,No
CUST-04940,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.96,59.53,Yes
CUST-04941,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.93,82.56,No
CUST-04942,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.38,6011.22,No
CUST-04943,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.57,1553.57,Yes
CUST-04944,Male,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,89.26,712.13,Yes
CUST-04945,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),85.11,1100.68,No
CUST-04946,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,86.98,2622.0,Yes
CUST-04947,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.11,871.07,Yes
CUST-04948,Female,1,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),75.58,2494.79,No
CUST-04949,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.9,2928.47,No
CUST-04950,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,73.43,4040.62,No
CUST-04951,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),48.29,1585.23,No
CUST-04952,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.39,1231.12,No
CUST-04953,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),93.54,461.64,Yes
CUST-04954,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.52,3676.29,No
CUST-04955,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.31,172.42,No
CUST-04956,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.68,4311.5,Yes
CUST-04957,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,83.12,4499.15,Yes
CUST-04958,Male,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.25,3860.28,Yes
CUST-04959,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),79.63,82.69,No
CUST-04960,Female,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.16,1533.03,No
CUST-04961,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.26,5320.92,No
CUST-04962,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),79.24,400.28,No
CUST-04963,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.75,213.02,No
CUST-04964,Female,0,Yes,No,71,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,46.59,3318.86,No
CUST-04965,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,100.0,1000.24,No
CUST-04966,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,45.62,312.39,No
CUST-04967,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,102.69,5664.99,Yes
CUST-04968,Male,1,No,No,46,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.11,2396.96,Yes
CUST-04969,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,783.74,No
CUST-04970,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.26,146.32,No
CUST-04971,Female,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.67,1277.58,No
CUST-04972,Female,1,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),83.02,4651.89,Yes
CUST-04973,Female,1,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.55,975.15,Yes
CUST-04974,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.95,3090.42,No
CUST-04975,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.62,2522.42,No
CUST-04976,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.84,400.94,Yes
CUST-04977,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,102.65,730.45,No
CUST-04978,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.63,1395.62,No
CUST-04979,Female,1,No,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.57,822.57,No
CUST-04980,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),115.16,2537.69,Yes
CUST-04981,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,174.89,No
CUST-04982,Male,1,No,Yes,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),61.97,3582.29,No
CUST-04983,Male,0,No,No,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.54,2114.85,No
CUST-04984,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,642.01,No
CUST-04985,Female,0,No,Yes,31,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.3,1911.35,No
CUST-04986,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.47,1280.6,No
CUST-04987,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.34,5680.33,No
CUST-04988,Male,1,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.37,2721.82,No
CUST-04989,Male,1,Yes,No,65,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),68.08,4423.02,No
CUST-04990,Female,1,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,71.67,2236.0,No
CUST-04991,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,88.6,112.84,Yes
CUST-04992,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,92.41,477.8,Yes
CUST-04993,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,99.81,5190.46,No
CUST-04994,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.21,2755.35,No
CUST-04995,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),91.08,4377.64,No
CUST-04996,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),98.93,5459.83,No
CUST-04997,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.92,448.91,No
CUST-04998,Male,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,93.33,1138.52,Yes
CUST-04999,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.25,57.0,Yes
CUST-05000,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.93,636.63,Yes
CUST-05001,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.3,3666.56,No
CUST-05002,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.55,3077.02,No
CUST-05003,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.25,1406.62,No
CUST-05004,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.7,3807.99,No
CUST-05005,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),53.95,120.01,No
CUST-05006,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.67,5886.14,Yes
CUST-05007,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),60.3,1495.91,No
CUST-05008,Male,0,No,Yes,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.98,157.26,No
CUST-05009,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.68,1810.06,Yes
CUST-05010,Male,0,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.91,231.07,Yes
CUST-05011,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,53.81,67.52,No
CUST-05012,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,52.38,3508.5,No
CUST-05013,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,584.72,No
CUST-05014,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),48.63,486.1,Yes
CUST-05015,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.94,906.64,Yes
CUST-05016,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,67.59,1410.69,No
CUST-05017,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),103.78,2068.52,No
CUST-05018,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.46,252.14,No
CUST-05019,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.87,2004.17,No
CUST-05020,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.56,1568.61,No
CUST-05021,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.27,745.52,No
CUST-05022,Male,1,Yes,Yes,69,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,60.71,4190.45,No
CUST-05023,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.63,1548.75,No
CUST-05024,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.47,376.16,No
CUST-05025,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,74.35,3506.48,Yes
CUST-05026,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.63,1020.99,Yes
CUST-05027,Male,1,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,796.28,No
CUST-05028,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.42,1128.58,Yes
CUST-05029,Female,1,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.56,2366.72,No
CUST-05030,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.96,89.19,No
CUST-05031,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.28,770.04,No
CUST-05032,Male,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.79,1681.76,No
CUST-05033,Female,0,No,No,53,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),79.53,4208.05,No
CUST-05034,Female,1,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.66,2690.7,Yes
CUST-05035,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.35,5435.08,No
CUST-05036,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.34,421.82,Yes
CUST-05037,Male,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,73.91,150.05,Yes
CUST-05038,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,3284.11,No
CUST-05039,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.0,83.59,Yes
CUST-05040,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.71,2794.66,Yes
CUST-05041,Female,1,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.12,280.26,No
CUST-05042,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,91.97,2482.95,Yes
CUST-05043,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.91,498.56,Yes
CUST-05044,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.23,5092.64,Yes
CUST-05045,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.1,1258.84,Yes
CUST-05046,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.08,4372.22,Yes
CUST-05047,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,86.05,3432.28,Yes
CUST-05048,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,615.84,Yes
CUST-05049,Female,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.38,826.55,Yes
CUST-05050,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.28,1412.37,No
CUST-05051,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.14,32.35,No
CUST-05052,Male,0,No,Yes,18,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.05,1017.59,No
CUST-05053,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.74,404.51,No
CUST-05054,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.43,954.18,Yes
CUST-05055,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,701.35,No
CUST-05056,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.33,4758.9,Yes
CUST-05057,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,97.46,5066.03,No
CUST-05058,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.5,1211.87,Yes
CUST-05059,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.73,64.13,Yes
CUST-05060,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.81,1781.09,No
CUST-05061,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.77,1517.4,No
CUST-05062,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.44,4162.67,No
CUST-05063,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.89,2524.97,Yes
CUST-05064,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.28,348.79,No
CUST-05065,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,92.81,4734.63,No
CUST-05066,Female,0,No,No,30,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,58.11,1747.11,No
CUST-05067,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,77.66,1100.83,No
CUST-05068,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.86,452.25,No
CUST-05069,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),111.46,5232.11,No
CUST-05070,Female,0,Yes,Yes,31,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.01,1425.1,Yes
CUST-05071,Male,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),68.39,4306.59,No
CUST-05072,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,37.88,No
CUST-05073,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.72,907.34,No
CUST-05074,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,58.54,3973.33,No
CUST-05075,Male,1,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,60.12,117.33,No
CUST-05076,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),95.81,3459.55,No
CUST-05077,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),43.8,2202.32,No
CUST-05078,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.18,4215.65,Yes
CUST-05079,Male,0,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,62.66,558.96,Yes
CUST-05080,Female,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,697.45,No
CUST-05081,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.47,2153.61,No
CUST-05082,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.04,750.29,No
CUST-05083,Male,1,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.44,827.12,Yes
CUST-05084,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),86.14,5159.83,No
CUST-05085,Female,0,No,No,39,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,83.35,3267.95,No
CUST-05086,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),75.8,676.97,No
CUST-05087,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.15,368.31,Yes
CUST-05088,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.88,563.41,Yes
CUST-05089,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.49,1479.05,Yes
CUST-05090,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.22,1393.96,No
CUST-05091,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.6,2122.59,No
CUST-05092,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.85,3616.58,No
CUST-05093,Female,1,No,No,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.05,57.41,No
